#{"env_id": null, "t_start": 1593475393.4799285}
r,l,t,score,ghosts,win,d
736,527,80095.321507,786,4,1,0
734,535,80099.539635,784,2,1,0
816,376,80102.433957,816,2,1,0
850,458,80106.054141,950,3,1,0
748,468,80109.375988,798,2,1,0
713,392,80112.266838,813,2,1,0
132,292,80114.684494,282,2,0,0
770,358,80117.461983,770,1,1,0
772,348,80119.919499,822,1,1,0
78,548,80124.30315,228,3,0,0
731,801,80130.295847,781,4,1,0
64,261,80132.309919,214,2,0,0
745,480,80136.004856,745,2,1,0
91,469,80139.488986,241,4,0,0
921,600,80144.194628,971,4,1,0
775,332,80146.919115,775,3,1,0
168,295,80149.206326,318,3,0,0
780,307,80151.408695,780,1,1,0
766,377,80154.381856,816,3,1,0
870,356,80157.281813,870,3,1,0
291,489,80161.139495,441,4,0,0
816,376,80164.343958,866,1,1,0
64,298,80166.908723,214,2,0,0
789,510,80170.976287,789,1,1,0
775,581,80175.289751,775,1,1,0
786,275,80177.36634,786,1,1,0
844,485,80181.229548,944,4,1,0
865,384,80184.165268,915,3,1,0
957,424,80187.547109,1057,4,1,0
133,304,80189.798481,283,3,0,0
856,427,80193.16387,856,1,1,0
779,313,80195.42342,829,2,1,0
700,709,80200.679673,700,1,1,0
288,348,80203.278883,438,4,0,0
237,451,80206.922354,387,4,0,0
882,299,80209.111474,882,2,1,0
916,376,80212.04961,916,2,1,0
756,678,80216.92787,756,1,1,0
737,523,80220.814354,787,3,1,0
181,335,80223.592141,331,3,0,0
759,414,80226.646348,809,2,1,0
770,355,80229.47774,820,2,1,0
745,482,80233.156044,795,3,1,0
869,362,80236.043128,869,3,1,0
757,420,80239.191521,807,2,1,0
678,565,80243.212261,728,1,1,0
807,420,80246.527983,807,1,1,0
659,411,80249.670642,759,3,1,0
782,547,80253.803116,832,3,1,0
769,364,80256.561108,819,2,1,0
141,530,80260.484339,291,2,0,0
980,307,80262.86077,980,4,1,0
813,394,80266.170672,863,4,1,0
182,320,80268.710798,332,4,0,0
818,619,80273.426521,868,2,1,0
838,265,80275.379031,838,1,1,0
141,346,80278.136891,291,3,0,0
189,386,80281.210469,339,4,0,0
868,367,80284.017917,868,3,1,0
938,267,80286.063209,938,2,1,0
906,426,80289.241752,906,1,1,0
752,446,80292.400491,752,1,1,0
679,562,80296.710081,729,1,1,0
659,412,80299.712129,759,2,1,0
852,447,80303.382142,952,2,1,0
700,707,80308.955462,750,2,1,0
842,497,80312.69466,842,2,1,0
777,323,80315.006695,777,1,1,0
625,832,80321.541375,725,2,1,0
744,486,80325.122353,794,1,1,0
652,699,80330.327122,752,3,1,0
788,266,80332.33834,788,1,1,0
74,287,80334.747299,224,2,0,0
120,319,80337.218821,270,4,0,0
715,383,80340.166905,765,3,1,0
1003,444,80344.020773,1103,4,1,0
762,399,80347.175009,862,4,1,0
141,474,80350.708092,291,4,0,0
825,333,80353.320356,825,1,1,0
868,369,80356.247262,918,4,1,0
223,300,80358.532389,373,3,0,0
815,381,80361.403642,815,1,1,0
593,742,80366.912764,693,2,1,0
189,405,80369.993066,339,3,0,0
765,380,80372.954974,815,4,1,0
840,507,80376.877409,840,1,1,0
844,486,80380.693361,844,3,1,0
207,226,80382.583528,357,4,0,0
808,418,80385.702773,908,3,1,0
803,443,80388.960699,803,2,1,0
670,356,80391.86538,770,4,1,0
743,494,80395.572805,743,1,1,0
765,384,80398.605011,815,3,1,0
733,791,80404.558882,783,3,1,0
716,378,80407.427773,766,1,1,0
832,298,80409.667107,832,2,1,0
656,927,80416.429595,656,1,1,0
681,551,80420.363271,731,1,1,0
849,464,80423.885597,849,2,1,0
761,403,80426.924594,861,2,1,0
872,345,80429.427204,872,2,1,0
836,528,80433.616926,836,2,1,0
804,437,80436.782855,854,2,1,0
-23,288,80439.028037,127,1,0,0
808,419,80442.374981,808,1,1,0
963,394,80445.987606,963,4,1,0
340,2999,80467.420669,390,1,0,0
240,226,80469.390994,390,4,0,0
61,1087,80478.167146,211,1,0,0
742,495,80482.01996,842,2,1,0
731,802,80488.267995,831,2,1,0
767,371,80491.03088,767,1,1,0
771,354,80493.76681,771,1,1,0
713,394,80496.834547,813,3,1,0
141,2774,80516.975571,291,1,0,0
371,401,80520.342359,521,4,0,0
769,361,80523.187398,769,1,1,0
533,1542,80534.192291,583,1,1,0
634,785,80539.933999,734,2,1,0
285,377,80542.969897,435,3,0,0
137,434,80546.28057,287,3,0,0
165,301,80548.815021,315,3,0,0
818,369,80551.564846,868,1,1,0
766,629,80556.048314,866,1,1,0
179,458,80559.834794,329,4,0,0
191,414,80562.961348,341,3,0,0
779,564,80567.316096,829,2,1,0
282,451,80570.818507,432,4,0,0
121,345,80573.663727,271,3,0,0
670,1109,80581.96911,670,1,1,0
254,471,80585.92414,404,3,0,0
823,340,80588.596107,823,1,1,0
877,321,80590.991252,877,2,1,0
699,460,80594.729018,799,4,1,0
824,338,80597.399321,824,1,1,0
185,275,80599.576415,335,4,0,0
756,426,80602.687534,806,1,1,0
223,261,80604.854381,373,4,0,0
800,457,80608.462018,850,1,1,0
761,400,80611.484725,811,2,1,0
814,387,80614.568449,864,3,1,0
767,371,80617.45488,817,3,1,0
771,354,80620.160604,821,4,1,0
767,370,80623.056971,817,2,1,0
189,448,80626.615156,339,3,0,0
90,435,80630.003026,240,3,0,0
639,762,80635.64082,689,1,1,0
926,328,80638.355817,926,3,1,0
739,514,80642.331806,839,2,1,0
873,344,80644.995692,923,2,1,0
141,368,80647.601831,291,3,0,0
747,471,80651.171421,847,2,1,0
756,425,80654.342045,806,3,1,0
770,356,80657.07518,820,1,1,0
141,1091,80665.37085,291,1,0,0
684,1038,80672.953315,734,2,1,0
816,378,80676.057194,916,4,1,0
141,732,80681.480917,291,2,0,0
136,735,80687.209882,286,3,0,0
817,371,80690.137064,817,1,1,0
768,369,80693.008145,818,1,1,0
840,508,80697.021819,940,4,1,0
759,410,80700.220727,859,4,1,0
847,473,80703.987942,947,4,1,0
199,274,80706.116304,349,4,0,0
761,402,80709.012541,861,2,1,0
149,269,80711.125027,299,3,0,0
715,384,80713.981247,815,1,1,0
826,327,80716.605863,826,1,1,0
866,376,80719.513233,866,2,1,0
728,318,80721.750452,778,1,1,0
772,346,80724.791656,822,2,1,0
695,481,80728.864023,745,1,1,0
99,223,80730.498739,249,3,0,0
767,373,80733.367112,817,2,1,0
179,310,80735.972006,329,3,0,0
741,500,80739.877112,791,1,1,0
289,355,80742.446594,439,4,0,0
199,246,80744.50673,349,4,0,0
678,318,80747.130792,778,1,1,0
822,348,80749.910318,872,2,1,0
596,725,80754.922581,696,1,1,0
545,981,80762.37719,645,1,1,0
827,322,80764.760589,877,3,1,0
215,330,80767.537534,365,4,0,0
697,473,80771.087369,747,1,1,0
755,434,80774.285221,805,3,1,0
875,330,80777.031737,925,4,1,0
190,595,80781.468999,340,3,0,0
923,342,80784.307515,973,4,1,0
770,355,80787.176199,820,3,1,0
691,502,80790.830824,791,1,1,0
182,338,80793.297009,332,3,0,0
747,474,80796.93486,797,1,1,0
772,346,80799.643243,822,2,1,0
791,503,80803.620931,891,3,1,0
236,230,80805.27743,386,4,0,0
768,368,80808.153567,818,2,1,0
713,392,80811.107106,763,1,1,0
277,345,80813.969169,427,4,0,0
829,314,80816.528569,829,2,1,0
190,473,80820.024217,340,3,0,0
800,706,80825.457515,850,2,1,0
984,535,80829.559165,1034,4,1,0
773,343,80832.233748,773,1,1,0
714,389,80835.204109,814,2,1,0
133,379,80838.271093,283,4,0,0
811,403,80841.17121,811,1,1,0
923,341,80843.649192,973,3,1,0
-10,135,80844.787752,140,4,0,0
921,354,80847.737688,971,3,1,0
696,476,80851.297908,746,1,1,0
697,723,80856.653613,747,1,1,0
648,719,80861.916472,748,2,1,0
186,327,80864.886846,336,4,0,0
825,332,80867.527986,825,2,1,0
741,501,80871.350853,841,2,1,0
771,350,80874.138638,871,2,1,0
826,328,80876.773463,876,3,1,0
752,446,80879.944923,802,1,1,0
738,768,80885.438706,738,1,1,0
929,312,80887.735845,929,3,1,0
238,373,80890.661084,388,3,0,0
208,246,80892.673212,358,3,0,0
871,350,80895.527587,871,4,1,0
756,426,80898.606227,806,1,1,0
889,261,80900.582701,889,2,1,0
191,490,80904.316887,341,2,0,0
827,572,80908.856159,877,3,1,0
868,369,80911.751874,868,2,1,0
708,669,80916.84959,808,3,1,0
786,778,80922.559019,786,1,1,0
119,279,80924.88067,269,4,0,0
720,609,80929.38618,770,1,1,0
876,327,80931.879267,976,3,1,0
281,451,80935.640171,431,4,0,0
876,329,80937.977895,926,2,1,0
814,385,80941.342863,914,4,1,0
129,198,80942.802671,279,4,0,0
883,292,80944.955732,883,2,1,0
782,295,80947.405085,782,1,1,0
673,840,80953.431372,723,2,1,0
241,359,80956.395119,391,3,0,0
178,366,80959.477289,328,4,0,0
189,651,80964.529644,339,4,0,0
887,273,80966.678115,887,1,1,0
159,239,80968.632767,309,3,0,0
224,319,80971.161626,374,4,0,0
185,332,80973.726711,335,3,0,0
284,336,80976.389527,434,3,0,0
182,640,80982.325318,332,2,0,0
227,283,80985.136391,377,4,0,0
928,319,80987.875446,978,4,1,0
789,260,80990.109305,789,1,1,0
190,330,80993.144042,340,4,0,0
84,346,80996.140107,234,4,0,0
971,352,80998.879034,1021,4,1,0
706,426,81002.535028,756,2,1,0
132,366,81005.401725,282,1,0,0
177,268,81007.522274,327,4,0,0
241,502,81012.335143,391,4,0,0
798,466,81017.036424,848,2,1,0
708,666,81022.994171,808,2,1,0
831,302,81026.145112,881,3,1,0
722,845,81033.306186,722,1,1,0
774,337,81036.829663,824,2,1,0
241,343,81040.303081,391,4,0,0
874,335,81043.403726,924,2,1,0
981,304,81046.620705,981,3,1,0
970,357,81049.45076,1020,3,1,0
218,230,81051.319061,368,3,0,0
190,336,81054.077515,340,3,0,0
140,393,81057.126095,290,3,0,0
717,370,81059.999813,767,1,1,0
191,505,81063.910198,341,3,0,0
778,319,81066.19321,828,2,1,0
121,309,81068.830629,271,3,0,0
223,417,81072.080518,373,3,0,0
897,470,81075.754112,947,2,1,0
141,602,81080.050822,291,2,0,0
131,370,81082.941063,281,3,0,0
788,516,81086.684162,788,1,1,0
727,573,81090.995391,727,1,1,0
236,478,81094.626271,386,2,0,0
241,423,81097.829641,391,3,0,0
715,384,81100.712281,765,1,1,0
882,299,81102.951222,882,2,1,0
931,300,81105.407212,931,1,1,0
762,399,81108.356771,812,1,1,0
825,332,81110.79163,925,3,1,0
708,418,81113.957905,758,2,1,0
935,280,81116.410912,935,2,1,0
776,325,81118.74255,776,1,1,0
140,548,81122.869115,290,3,0,0
139,316,81125.567796,289,4,0,0
770,355,81128.293018,820,2,1,0
730,307,81130.521628,780,2,1,0
879,310,81133.125744,879,2,1,0
783,290,81135.347228,833,3,1,0
831,300,81137.614707,831,1,1,0
1067,374,81140.707933,1067,4,1,0
936,277,81142.799801,936,2,1,0
692,996,81149.878384,692,1,1,0
341,471,81153.692146,491,4,0,0
788,267,81155.702164,788,1,1,0
184,325,81158.132524,334,3,0,0
880,308,81160.640229,930,3,1,0
863,393,81163.684934,863,3,1,0
934,289,81165.847017,934,2,1,0
727,322,81168.39197,777,1,1,0
138,484,81171.882106,288,2,0,0
677,322,81174.429104,777,1,1,0
238,339,81177.114382,388,2,0,0
783,293,81179.284711,833,2,1,0
341,715,81185.089391,491,4,0,0
-23,147,81186.6892,127,4,0,0
189,358,81189.376097,339,4,0,0
141,313,81191.992566,291,3,0,0
821,350,81194.766082,821,2,1,0
827,322,81197.121736,927,3,1,0
750,706,81202.560767,850,3,1,0
44,220,81204.121423,194,4,0,0
874,335,81206.796127,874,1,1,0
178,331,81209.38259,328,4,0,0
238,469,81213.150778,388,2,0,0
874,589,81217.883675,974,4,1,0
786,279,81219.932739,786,1,1,0
189,562,81224.379683,339,4,0,0
140,901,81230.938431,290,2,0,0
244,312,81233.514475,394,4,0,0
69,271,81235.772723,219,4,0,0
690,1007,81243.411442,790,3,1,0
772,345,81246.058776,872,4,1,0
87,481,81249.708934,237,2,0,0
134,348,81252.573371,284,3,0,0
818,367,81255.284392,818,1,1,0
584,1036,81263.067695,684,3,1,0
690,509,81266.874162,790,2,1,0
962,398,81270.004034,1062,4,1,0
786,275,81272.032362,836,1,1,0
871,354,81274.791428,871,2,1,0
819,363,81277.828424,919,4,1,0
237,385,81280.947864,387,4,0,0
226,275,81283.134066,376,4,0,0
132,312,81285.545508,282,3,0,0
871,350,81288.324115,921,3,1,0
932,297,81290.652991,982,4,1,0
930,308,81293.260193,930,3,1,0
674,588,81297.475426,774,2,1,0
864,386,81300.379393,864,2,1,0
821,350,81303.200624,821,2,1,0
759,410,81306.102798,809,1,1,0
672,599,81310.586021,722,1,1,0
241,342,81313.384413,391,4,0,0
936,275,81315.537724,936,2,1,0
870,356,81318.272664,870,2,1,0
789,264,81320.420484,789,1,1,0
191,466,81324.015035,341,2,0,0
783,291,81326.571155,783,1,1,0
286,307,81328.877349,436,4,0,0
882,295,81331.107479,882,4,1,0
692,495,81334.908736,742,1,1,0
888,267,81337.020454,888,4,1,0
750,456,81340.671857,850,4,1,0
772,348,81343.495166,872,4,1,0
883,293,81345.671319,883,2,1,0
138,375,81348.745217,288,4,0,0
239,305,81351.072997,389,3,0,0
750,705,81356.411288,800,2,1,0
822,348,81358.821067,822,2,1,0
133,289,81361.329747,283,4,0,0
694,488,81364.76281,744,2,1,0
786,276,81367.148446,786,1,1,0
828,317,81369.57161,928,4,1,0
191,389,81372.72657,341,3,0,0
728,319,81375.355326,778,2,1,0
883,294,81377.563773,883,2,1,0
141,452,81380.951724,291,4,0,0
720,358,81383.76509,770,1,1,0
281,336,81386.4315,431,3,0,0
291,520,81390.68662,441,4,0,0
191,388,81393.648775,341,4,0,0
733,540,81397.537356,783,2,1,0
821,352,81400.339744,871,3,1,0
831,553,81404.43547,831,2,1,0
131,421,81408.000633,281,4,0,0
723,590,81412.186433,773,2,1,0
834,286,81414.256979,834,2,1,0
141,752,81419.938381,291,2,0,0
654,685,81425.045948,704,2,1,0
621,604,81429.386362,721,2,1,0
191,374,81432.420628,341,4,0,0
726,579,81436.824853,776,2,1,0
884,287,81439.012216,884,2,1,0
713,642,81443.726759,763,2,1,0
788,266,81445.709258,788,1,1,0
942,498,81449.733998,1042,4,1,0
59,184,81451.142301,209,4,0,0
73,318,81453.697675,223,1,0,0
697,723,81459.034821,747,1,1,0
881,303,81461.354532,881,1,1,0
824,588,81466.349389,824,1,1,0
834,289,81468.495118,834,1,1,0
807,423,81471.784522,857,4,1,0
94,202,81473.591048,244,2,0,0
239,362,81476.235265,389,4,0,0
191,362,81479.147877,341,3,0,0
187,320,81482.016292,337,4,0,0
776,578,81486.113893,776,1,1,0
717,372,81489.012049,767,3,1,0
799,464,81492.733544,899,3,1,0
737,521,81496.657604,787,1,1,0
658,415,81499.849852,758,4,1,0
751,454,81503.38256,751,1,1,0
298,2466,81520.864789,398,1,1,0
290,383,81523.873846,440,4,0,0
862,399,81526.896452,912,2,1,0
723,341,81529.6694,823,4,1,0
191,445,81533.071201,341,4,0,0
183,287,81535.318191,333,4,0,0
186,392,81538.621218,336,4,0,0
-51,270,81540.738205,99,1,0,0
685,1032,81548.164869,685,1,1,0
709,413,81551.231715,759,1,1,0
269,653,81556.651536,419,4,0,0
188,451,81560.31097,338,3,0,0
777,571,81564.331201,777,1,1,0
189,2805,81584.190841,339,1,0,0
190,458,81587.853905,340,3,0,0
91,410,81591.023991,241,4,0,0
772,348,81593.567661,872,3,1,0
876,327,81596.168549,926,2,1,0
189,310,81598.541311,339,4,0,0
657,420,81602.061059,757,3,1,0
110,280,81604.474089,260,3,0,0
820,357,81607.568289,920,4,1,0
826,329,81609.832912,826,1,1,0
703,444,81613.247813,753,1,1,0
68,540,81617.49825,218,2,0,0
217,328,81620.162821,367,4,0,0
91,1341,81629.922555,241,2,0,0
139,350,81632.796088,289,4,0,0
743,492,81636.56053,843,3,1,0
238,359,81639.16703,388,3,0,0
146,244,81641.13548,296,3,0,0
90,451,81644.879637,240,4,0,0
120,292,81647.112141,270,4,0,0
725,333,81649.717451,825,2,1,0
972,345,81652.18952,972,2,1,0
176,426,81655.605419,326,3,0,0
141,1495,81665.996383,291,1,0,0
858,415,81669.243599,858,1,1,0
116,457,81672.752083,266,3,0,0
141,582,81677.23335,291,2,0,0
289,407,81680.333337,439,2,0,0
240,379,81683.365253,390,3,0,0
237,984,81690.853322,387,2,0,0
339,492,81694.445775,489,3,0,0
240,464,81698.287942,390,4,0,0
866,375,81701.272768,916,1,1,0
141,302,81703.642483,291,3,0,0
759,661,81708.699215,759,2,1,0
913,391,81712.044985,1013,4,1,0
191,330,81714.417608,341,3,0,0
722,599,81718.886781,772,1,1,0
780,308,81721.140156,830,1,1,0
771,603,81726.121457,871,4,1,0
813,391,81729.053723,813,1,1,0
818,367,81731.962772,868,4,1,0
877,323,81734.304845,877,2,1,0
141,2188,81750.398386,291,1,0,0
759,663,81755.593945,809,2,1,0
730,308,81757.791456,780,1,1,0
823,343,81760.432476,823,1,1,0
89,670,81765.327746,239,1,0,0
186,348,81768.230413,336,4,0,0
139,354,81770.698178,289,3,0,0
599,712,81776.149267,699,3,1,0
669,361,81778.880708,769,2,1,0
680,555,81782.809052,780,1,1,0
719,612,81787.361773,769,1,1,0
87,311,81789.710298,237,3,0,0
841,503,81793.581678,841,3,1,0
770,358,81796.230412,820,1,1,0
770,357,81798.970529,820,1,1,0
751,452,81802.480695,851,4,1,0
182,237,81804.46317,332,4,0,0
83,332,81807.223215,233,3,0,0
819,364,81810.061192,819,2,1,0
685,531,81813.88044,785,1,1,0
801,451,81817.209485,901,3,1,0
84,358,81820.12025,234,2,0,0
141,377,81822.95811,291,3,0,0
107,227,81824.826181,257,3,0,0
814,385,81827.669337,814,1,1,0
656,678,81832.46034,756,1,1,0
769,363,81835.298327,819,1,1,0
780,308,81837.474606,780,1,1,0
828,316,81840.057554,828,2,1,0
188,385,81843.009837,338,3,0,0
816,379,81845.937336,866,3,1,0
832,297,81848.121396,832,2,1,0
462,1646,81859.706348,562,1,1,0
190,348,81862.537149,340,3,0,0
731,303,81864.640921,781,1,1,0
533,1291,81873.816518,633,1,1,0
875,330,81876.603922,925,4,1,0
774,337,81878.984519,824,2,1,0
241,441,81882.703185,391,4,0,0
761,404,81885.903742,761,1,1,0
904,437,81889.538934,954,3,1,0
771,353,81892.20646,771,1,1,0
829,310,81894.652069,829,2,1,0
282,454,81898.144065,432,4,0,0
186,540,81902.269219,336,3,0,0
178,293,81904.811319,328,4,0,0
132,514,81908.645698,282,2,0,0
240,509,81912.575632,390,4,0,0
884,288,81914.658039,884,2,1,0
779,314,81916.95052,829,3,1,0
137,303,81919.391426,287,2,0,0
89,325,81921.681709,239,2,0,0
184,785,81927.540451,334,2,0,0
881,301,81930.067641,881,3,1,0
190,355,81932.768747,340,2,0,0
190,346,81935.30349,340,4,0,0
805,433,81938.577902,805,1,1,0
180,363,81941.344315,330,2,0,0
188,330,81944.024891,338,3,0,0
129,273,81946.160182,279,2,0,0
187,355,81949.045785,337,4,0,0
190,423,81952.312326,340,3,0,0
814,388,81955.25439,814,1,1,0
284,390,81958.430839,434,4,0,0
874,337,81961.21675,874,3,1,0
327,294,81963.573471,477,4,0,0
777,321,81966.244903,827,2,1,0
321,302,81968.558468,471,3,0,0
722,347,81971.37343,822,2,1,0
381,393,81974.506332,531,4,0,0
837,524,81978.519997,937,4,1,0
-148,49,81978.802037,2,1,0,0
816,379,81981.689426,866,1,1,0
860,407,81985.040691,910,3,1,0
191,532,81989.152079,341,4,0,0
207,255,81991.271224,357,3,0,0
762,397,81994.275343,862,2,1,0
1059,412,81997.597078,1109,4,1,0
782,546,82001.670913,832,3,1,0
983,292,82004.194045,983,3,1,0
373,429,82007.446548,523,4,0,0
-149,36,82007.658254,1,1,0,0
-3,116,82008.677996,147,4,0,0
826,325,82011.315147,876,2,1,0
775,333,82013.680717,825,2,1,0
827,324,82016.294188,827,1,1,0
140,349,82018.785722,290,3,0,0
107,229,82020.632917,257,3,0,0
914,389,82023.907818,1014,3,1,0
829,311,82026.817383,829,2,1,0
290,454,82030.389735,440,4,0,0
734,536,82034.416517,784,3,1,0
936,278,82036.871333,936,3,1,0
191,708,82042.259643,341,4,0,0
836,277,82044.31673,836,2,1,0
863,394,82047.319826,863,3,1,0
787,270,82049.590943,787,1,1,0
783,291,82051.75863,833,2,1,0
662,395,82054.800456,762,3,1,0
773,344,82057.643163,873,4,1,0
141,389,82060.669686,291,4,0,0
867,373,82063.654927,967,3,1,0
763,393,82066.502848,763,1,1,0
140,384,82069.511412,290,4,0,0
286,304,82071.813313,436,4,0,0
191,400,82074.945971,341,3,0,0
237,502,82078.780023,387,3,0,0
878,319,82081.382376,878,1,1,0
440,368,82084.032325,590,4,0,0
783,543,82088.243678,783,1,1,0
187,655,82093.234233,337,2,0,0
235,330,82095.839671,385,4,0,0
330,342,82098.57646,480,3,0,0
229,352,82101.507336,379,4,0,0
222,283,82103.721582,372,4,0,0
844,485,82107.363746,844,2,1,0
141,1281,82116.433953,291,1,0,0
165,253,82118.559834,315,4,0,0
237,410,82121.708654,387,2,0,0
738,518,82125.526412,788,1,1,0
185,406,82128.555683,335,3,0,0
779,314,82131.034888,779,1,1,0
785,282,82133.069213,785,1,1,0
773,341,82135.686802,823,3,1,0
834,288,82138.189017,834,3,1,0
782,299,82140.362703,782,1,1,0
300,298,82142.722951,450,4,0,0
897,472,82146.496011,947,2,1,0
94,258,82148.568635,244,3,0,0
720,357,82151.456045,820,4,1,0
191,579,82155.719466,341,3,0,0
779,310,82158.316391,829,3,1,0
920,356,82161.09453,970,2,1,0
190,370,82164.223374,340,2,0,0
94,304,82166.746553,244,2,0,0
698,469,82170.330259,748,1,1,0
724,585,82174.526657,774,2,1,0
812,399,82177.62538,812,2,1,0
764,385,82180.521352,814,2,1,0
799,463,82184.084673,799,1,1,0
116,310,82186.438222,266,4,0,0
191,490,82190.376358,341,4,0,0
93,203,82192.120751,243,4,0,0
727,322,82194.587786,827,3,1,0
257,372,82197.713296,407,3,0,0
828,319,82200.342671,828,2,1,0
224,272,82202.454323,374,3,0,0
90,444,82205.698684,240,2,0,0
189,390,82208.829218,339,1,0,0
191,429,82212.299867,341,3,0,0
87,472,82215.647933,237,2,0,0
204,213,82217.493755,354,3,0,0
184,353,82220.378863,334,3,0,0
138,325,82222.646824,288,2,0,0
792,496,82226.410804,842,2,1,0
822,346,82229.260018,922,4,1,0
220,277,82231.448951,370,4,0,0
737,520,82235.328237,837,2,1,0
132,198,82237.080642,282,4,0,0
839,513,82241.00008,839,2,1,0
552,945,82247.713325,652,1,1,0
274,272,82249.866076,424,4,0,0
696,476,82253.531964,796,2,1,0
187,397,82256.607947,337,2,0,0
138,382,82259.679833,288,4,0,0
673,592,82264.279104,773,2,1,0
121,242,82266.009988,271,4,0,0
897,470,82269.735952,897,2,1,0
140,597,82274.386399,290,3,0,0
188,485,82278.229944,338,3,0,0
