#{"env_id": null, "t_start": 1593475393.4799285}
r,l,t,score,ghosts,win,d
139,349,56532.952932,289,4,0,0
787,272,56535.688646,837,2,1,0
734,287,56538.792634,784,1,1,0
934,287,56541.678651,934,4,1,0
835,282,56544.367519,835,2,1,0
827,323,56547.522819,827,1,1,0
837,274,56550.081393,837,3,1,0
773,340,56553.231522,823,2,1,0
188,291,56556.353348,338,3,0,0
823,343,56559.420009,823,3,1,0
191,348,56562.823478,341,3,0,0
341,448,56567.207215,491,3,0,0
80,439,56571.405832,230,2,0,0
615,630,56577.557541,715,2,1,0
758,415,56581.250399,858,2,1,0
191,767,56588.37222,341,3,0,0
1031,300,56591.256648,1031,4,1,0
762,396,56595.396033,812,3,1,0
828,315,56598.383358,878,3,1,0
241,458,56603.108914,391,3,0,0
756,427,56606.968509,806,1,1,0
86,202,56609.175874,236,4,0,0
118,302,56612.016538,268,3,0,0
703,690,56618.099699,753,1,1,0
712,397,56621.872388,812,3,1,0
575,1084,56631.894336,675,1,1,0
733,294,56634.509354,783,1,1,0
87,687,56640.954674,237,4,0,0
206,210,56643.260712,356,4,0,0
833,293,56645.843392,833,1,1,0
785,280,56648.684913,785,1,1,0
140,442,56652.770613,290,3,0,0
241,612,56658.628035,391,2,0,0
880,309,56661.468394,880,3,1,0
285,406,56665.431577,435,3,0,0
706,928,56674.203443,706,1,1,0
240,423,56678.366229,390,4,0,0
133,194,56680.17827,283,4,0,0
141,516,56685.319546,291,2,0,0
90,1612,56699.568154,240,1,0,0
-34,121,56700.812447,116,4,0,0
191,555,56706.026783,341,3,0,0
219,242,56708.470442,369,4,0,0
935,284,56711.443154,935,2,1,0
189,419,56715.449531,339,4,0,0
191,1085,56725.525625,341,2,0,0
713,890,56733.899628,763,1,1,0
736,528,56738.943873,786,1,1,0
341,683,56745.624157,491,3,0,0
135,497,56750.573801,285,3,0,0
772,347,56753.672343,822,2,1,0
141,819,56761.428373,291,1,0,0
140,1066,56771.008902,290,2,0,0
783,291,56773.63753,833,2,1,0
91,312,56776.798728,241,2,0,0
782,297,56779.489788,782,1,1,0
187,759,56786.514275,337,2,0,0
169,340,56789.998392,319,4,0,0
189,883,56798.376176,339,2,0,0
475,1834,56814.626436,475,1,1,0
815,384,56818.368948,815,1,1,0
91,1174,56829.312071,241,2,0,0
675,832,56837.177838,775,1,1,0
189,527,56842.364439,339,3,0,0
742,496,56846.865722,792,1,1,0
650,459,56851.234947,750,3,1,0
341,517,56856.187402,491,3,0,0
448,2216,56876.237584,548,2,1,0
89,954,56885.408559,239,2,0,0
137,328,56888.41848,287,2,0,0
234,332,56891.845119,384,4,0,0
63,261,56894.453913,213,4,0,0
809,411,56898.292936,809,2,1,0
139,315,56901.577111,289,3,0,0
176,470,56905.991405,326,4,0,0
133,335,56909.427725,283,4,0,0
191,558,56914.688323,341,4,0,0
241,307,56917.825422,391,2,0,0
824,339,56920.897014,874,3,1,0
834,537,56926.061354,834,1,1,0
627,574,56931.312231,727,1,1,0
801,450,56935.789141,801,1,1,0
784,289,56938.392617,784,1,1,0
772,346,56941.750409,772,1,1,0
858,417,56945.665371,858,3,1,0
903,443,56949.757377,903,1,1,0
141,372,56953.419414,291,4,0,0
671,352,56956.899029,771,3,1,0
818,367,56960.619604,818,3,1,0
88,379,56964.482704,238,2,0,0
291,580,56970.015216,441,4,0,0
821,350,56973.611712,921,4,1,0
731,553,56978.500296,831,2,1,0
181,322,56981.6707,331,3,0,0
929,310,56984.614121,929,3,1,0
700,705,56991.196696,700,1,1,0
810,409,56994.776927,810,1,1,0
203,210,56997.05056,353,4,0,0
672,595,57002.436452,772,2,1,0
184,361,57006.094947,334,4,0,0
762,396,57010.020564,812,3,1,0
897,472,57014.824814,947,4,1,0
760,406,57018.518629,810,2,1,0
341,471,57023.142606,491,3,0,0
139,422,57027.115389,289,4,0,0
782,296,57029.802604,782,2,1,0
835,281,57032.839758,835,2,1,0
835,282,57035.475431,835,1,1,0
877,320,57038.227542,877,1,1,0
680,1057,57048.389232,730,3,1,0
876,329,57051.318929,876,2,1,0
141,1657,57066.400076,291,2,0,0
839,262,57068.923494,839,1,1,0
783,290,57071.61551,833,1,1,0
786,276,57074.565007,836,4,1,0
220,280,57077.287534,370,4,0,0
777,320,57080.236991,877,2,1,0
814,388,57083.899939,814,1,1,0
787,274,57086.390312,787,1,1,0
120,258,57088.896646,270,4,0,0
735,783,57096.609246,835,3,1,0
837,271,57099.141883,837,2,1,0
719,362,57102.320094,769,2,1,0
188,372,57106.179334,338,3,0,0
236,354,57109.861154,386,4,0,0
824,337,57113.093644,824,1,1,0
744,485,57117.859241,844,2,1,0
860,406,57121.784761,860,3,1,0
767,371,57125.454484,867,1,1,0
283,369,57129.127137,433,4,0,0
837,272,57131.585364,837,1,1,0
700,707,57137.851029,800,1,1,0
280,539,57143.0795,430,4,0,0
211,287,57146.278213,361,4,0,0
291,486,57150.685465,441,3,0,0
768,365,57154.170026,768,1,1,0
285,398,57158.012097,435,4,0,0
927,322,57161.233072,1027,4,1,0
837,274,57163.848593,837,2,1,0
987,273,57166.517328,987,4,1,0
877,320,57169.759731,927,3,1,0
666,376,57173.662013,766,3,1,0
112,252,57176.206363,262,4,0,0
838,265,57178.808106,838,1,1,0
732,295,57181.675153,782,2,1,0
756,428,57185.761547,806,4,1,0
759,412,57190.007131,809,4,1,0
176,323,57193.017293,326,4,0,0
780,308,57195.717928,830,1,1,0
663,392,57199.927857,763,2,1,0
168,351,57203.254208,318,3,0,0
868,367,57206.840504,968,4,1,0
138,439,57211.372077,288,4,0,0
804,438,57215.412804,904,3,1,0
638,765,57222.588955,738,2,1,0
828,315,57225.503173,928,3,1,0
770,355,57228.861663,820,1,1,0
613,642,57234.821709,713,1,1,0
859,414,57238.69539,909,2,1,0
656,426,57242.975842,756,2,1,0
329,378,57246.942381,479,4,0,0
780,306,57249.967458,830,3,1,0
115,270,57252.690676,265,4,0,0
138,369,57256.305241,288,3,0,0
710,408,57260.140681,810,2,1,0
179,360,57263.767955,329,4,0,0
141,452,57268.220559,291,2,0,0
237,496,57272.666695,387,4,0,0
888,268,57275.667433,888,3,1,0
815,380,57279.439073,915,4,1,0
773,341,57282.556432,823,4,1,0
235,315,57285.714022,385,3,0,0
722,348,57288.89449,772,2,1,0
290,410,57293.327992,440,4,0,0
604,1437,57306.086017,654,1,1,0
771,351,57309.506718,821,1,1,0
836,275,57312.112736,836,1,1,0
803,442,57316.024606,803,1,1,0
958,417,57319.898731,958,2,1,0
732,295,57322.856133,782,1,1,0
783,292,57325.525045,833,1,1,0
785,284,57328.232801,835,2,1,0
626,578,57333.809605,726,2,1,0
831,303,57336.68973,931,3,1,0
663,391,57340.35098,763,1,1,0
773,340,57343.741116,773,1,1,0
89,330,57346.910842,239,4,0,0
240,399,57350.980104,390,3,0,0
189,343,57354.048473,339,4,0,0
794,485,57358.845409,844,2,1,0
191,789,57365.971855,341,2,0,0
141,852,57374.161824,291,3,0,0
727,321,57376.948844,827,1,1,0
832,298,57380.148783,882,2,1,0
692,497,57384.89117,742,2,1,0
238,350,57388.122336,388,3,0,0
135,309,57391.603483,285,4,0,0
-21,170,57393.323784,129,4,0,0
10,177,57395.077605,160,3,0,0
-150,28,57395.646949,0,3,0,0
840,508,57400.60669,890,4,1,0
-150,16,57400.752073,0,4,0,0
-150,28,57401.007257,0,3,0,0
-150,77,57401.979044,0,1,0,0
669,362,57405.145431,769,3,1,0
113,266,57407.685824,263,2,0,0
689,1014,57417.236499,739,2,1,0
833,290,57420.410557,883,3,1,0
186,381,57424.261928,336,4,0,0
155,260,57426.775512,305,4,0,0
90,406,57430.391522,240,1,0,0
690,755,57437.221625,740,1,1,0
235,355,57440.388126,385,3,0,0
821,353,57443.726438,821,2,1,0
757,424,57448.024455,807,3,1,0
736,777,57455.169611,786,1,1,0
808,418,57459.165112,858,3,1,0
191,986,57468.462723,341,3,0,0
185,452,57472.498879,335,2,0,0
40,170,57474.093606,190,4,0,0
81,313,57477.411307,231,3,0,0
714,638,57483.452436,814,2,1,0
250,261,57486.022521,400,4,0,0
185,819,57493.311151,335,2,0,0
779,311,57496.599352,879,3,1,0
727,323,57499.448085,777,2,1,0
241,361,57502.932918,391,4,0,0
168,346,57506.610402,318,4,0,0
282,336,57509.646226,432,3,0,0
188,442,57514.20348,338,4,0,0
141,639,57519.948624,291,2,0,0
770,355,57523.240922,770,1,1,0
655,431,57527.451183,755,4,1,0
136,363,57531.261382,286,3,0,0
837,270,57533.944612,837,1,1,0
777,320,57536.965866,877,4,1,0
786,277,57540.093503,886,4,1,0
233,284,57542.878859,383,4,0,0
189,373,57546.620538,339,3,0,0
241,359,57550.131943,391,4,0,0
873,340,57553.259664,923,3,1,0
837,273,57555.888557,887,3,1,0
789,762,57562.643313,789,1,1,0
230,383,57566.33027,380,3,0,0
886,275,57569.048621,936,3,1,0
139,1096,57579.143057,289,1,0,0
787,273,57581.658272,787,1,1,0
237,349,57585.16033,387,2,0,0
182,242,57587.830196,332,4,0,0
240,362,57591.4089,390,4,0,0
736,778,57598.412591,736,1,1,0
191,443,57602.635111,341,4,0,0
766,377,57606.304292,816,1,1,0
289,351,57609.818997,439,3,0,0
239,373,57613.492894,389,4,0,0
721,600,57618.84921,771,1,1,0
826,328,57622.119418,826,1,1,0
835,284,57624.695237,835,1,1,0
882,298,57627.950673,932,4,1,0
141,372,57631.095184,291,2,0,0
785,282,57634.119442,885,3,1,0
771,601,57639.406308,771,1,1,0
835,284,57642.408479,835,1,1,0
189,337,57645.456879,339,3,0,0
90,631,57651.453125,240,2,0,0
-54,101,57652.57056,96,3,0,0
703,441,57656.666733,753,2,1,0
341,451,57661.308531,491,4,0,0
191,433,57665.392096,341,4,0,0
190,511,57670.075204,340,3,0,0
996,476,57675.116515,1046,4,1,0
273,331,57678.6668,423,4,0,0
181,527,57683.590123,331,3,0,0
140,482,57687.88685,290,2,0,0
772,349,57691.325003,872,3,1,0
186,348,57695.032666,336,4,0,0
832,295,57697.847488,832,2,1,0
187,467,57702.446053,337,3,0,0
823,341,57705.460467,823,1,1,0
313,274,57708.516875,463,4,0,0
190,533,57713.497911,340,2,0,0
205,266,57716.147027,355,4,0,0
190,905,57724.389724,340,2,0,0
914,386,57728.100817,964,2,1,0
887,273,57730.754115,887,2,1,0
772,348,57734.390357,822,4,1,0
783,291,57737.054361,783,1,1,0
732,297,57739.763413,782,1,1,0
199,235,57742.130961,349,4,0,0
289,410,57746.152464,439,4,0,0
837,273,57749.010507,837,1,1,0
877,320,57752.086081,927,3,1,0
766,375,57755.668751,866,2,1,0
85,447,57759.782875,235,4,0,0
765,380,57763.443904,815,3,1,0
786,278,57766.552629,786,2,1,0
770,356,57769.623413,770,1,1,0
973,340,57773.181668,1023,3,1,0
780,306,57775.979927,830,1,1,0
785,280,57778.7542,835,1,1,0
121,472,57783.121566,271,3,0,0
255,261,57785.751773,405,4,0,0
826,327,57789.160114,876,2,1,0
781,303,57791.994404,831,2,1,0
867,374,57795.663863,917,3,1,0
266,272,57798.233713,416,4,0,0
763,392,57802.075125,863,4,1,0
188,403,57806.461199,338,4,0,0
185,669,57812.635287,335,2,0,0
748,466,57816.706411,748,1,1,0
291,460,57821.648197,441,4,0,0
729,314,57824.617805,779,3,1,0
706,425,57828.891437,806,3,1,0
89,232,57831.228197,239,4,0,0
378,343,57834.485856,528,4,0,0
241,956,57843.913676,391,4,0,0
856,426,57848.067156,906,4,1,0
597,721,57854.976737,697,2,1,0
42,244,57857.462901,192,3,0,0
828,567,57862.796121,928,4,1,0
91,1165,57873.53299,241,1,0,0
846,477,57878.335745,946,4,1,0
284,514,57883.42539,434,4,0,0
848,717,57890.236526,898,4,1,0
191,623,57896.312658,341,4,0,0
772,349,57899.783832,822,3,1,0
808,419,57903.644991,808,2,1,0
847,472,57908.16488,947,3,1,0
785,282,57910.718753,785,1,1,0
931,302,57913.910663,981,4,1,0
172,277,57916.676093,322,4,0,0
808,418,57920.493879,808,1,1,0
871,351,57923.924592,871,1,1,0
731,550,57929.251292,831,3,1,0
267,356,57932.932657,417,4,0,0
831,304,57935.778273,831,1,1,0
826,328,57938.977591,826,1,1,0
135,310,57941.965279,285,3,0,0
752,699,57948.617613,752,2,1,0
870,358,57951.686539,870,2,1,0
165,276,57954.833863,315,4,0,0
792,498,57959.6762,792,1,1,0
756,427,57963.750814,856,2,1,0
923,342,57967.151875,973,2,1,0
729,561,57972.324096,829,3,1,0
783,294,57975.037174,783,1,1,0
132,300,57978.235817,282,4,0,0
190,311,57981.331246,340,3,0,0
868,365,57984.848976,868,3,1,0
914,388,57988.493272,914,3,1,0
190,344,57991.966433,340,3,0,0
876,329,57994.891395,876,2,1,0
829,311,57997.999035,879,2,1,0
837,274,58000.442422,837,1,1,0
741,753,58007.338878,741,1,1,0
227,263,58009.818952,377,4,0,0
699,462,58014.14599,799,4,1,0
89,399,58017.896349,239,2,0,0
751,451,58022.41203,851,3,1,0
780,309,58025.154344,780,1,1,0
837,270,58027.843872,887,3,1,0
705,430,58032.209142,755,2,1,0
670,355,58035.628138,770,2,1,0
647,724,58042.186714,747,2,1,0
828,316,58045.44053,878,3,1,0
285,439,58049.625405,435,4,0,0
209,261,58052.18231,359,3,0,0
755,434,58056.495727,805,2,1,0
137,438,58060.337897,287,1,0,0
848,468,58064.986624,948,3,1,0
494,1735,58080.47666,594,1,1,0
872,347,58083.93933,972,3,1,0
881,304,58086.790595,881,2,1,0
684,288,58089.562186,784,2,1,0
191,683,58095.837894,341,1,0,0
236,1181,58107.008979,386,2,0,0
241,741,58114.051639,391,2,0,0
38,280,58116.789002,188,3,0,0
91,889,58124.841317,241,2,0,0
140,1099,58135.093441,290,1,0,0
825,582,58140.516718,925,3,1,0
139,333,58144.009577,289,4,0,0
177,424,58147.976644,327,2,0,0
626,579,58153.512136,726,2,1,0
707,420,58157.460067,807,2,1,0
652,448,58161.618812,752,2,1,0
792,498,58166.547633,892,4,1,0
121,305,58169.727041,271,2,0,0
159,396,58173.668173,309,3,0,0
704,435,58177.738549,804,2,1,0
779,314,58180.943584,829,1,1,0
777,324,58183.727596,777,1,1,0
90,1304,58195.314672,240,1,0,0
189,699,58202.108376,339,3,0,0
755,682,58208.384305,855,3,1,0
732,298,58211.071197,782,1,1,0
917,370,58214.710527,967,4,1,0
736,278,58217.258608,786,1,1,0
765,381,58220.893447,865,1,1,0
667,373,58224.397966,767,1,1,0
825,331,58227.657621,875,2,1,0
671,600,58233.061403,771,1,1,0
188,486,58237.294775,338,2,0,0
822,345,58240.757882,872,1,1,0
758,419,58244.810245,758,1,1,0
187,302,58248.092804,337,4,0,0
675,331,58250.986516,775,2,1,0
624,839,58258.78978,724,1,1,0
175,283,58261.530814,325,3,0,0
738,267,58264.06466,788,1,1,0
189,325,58267.384136,339,3,0,0
925,330,58270.342875,975,2,1,0
133,303,58273.599507,283,4,0,0
128,292,58276.260191,278,2,0,0
890,258,58278.651852,890,1,1,0
762,399,58282.5465,812,3,1,0
790,259,58285.021241,790,2,1,0
828,316,58288.368721,878,3,1,0
190,332,58291.472462,340,4,0,0
165,269,58294.131131,315,3,0,0
132,450,58298.573941,282,3,0,0
781,304,58301.214534,781,1,1,0
124,516,58306.093261,274,2,0,0
281,304,58309.321996,431,4,0,0
289,487,58313.877491,439,4,0,0
623,840,58321.621904,673,1,1,0
721,351,58325.023625,771,1,1,0
765,382,58328.80233,815,3,1,0
191,2999,58355.338866,241,1,0,0
767,374,58358.794666,817,1,1,0
785,284,58361.452487,835,1,1,0
778,316,58364.468765,778,1,1,0
139,209,58366.443378,289,4,0,0
190,421,58370.600626,340,3,0,0
771,352,58373.927591,821,2,1,0
781,302,58376.965226,781,1,1,0
-29,101,58377.655992,121,4,0,0
81,302,58380.954692,231,4,0,0
830,309,58384.027038,880,4,1,0
658,667,58390.397607,758,2,1,0
114,294,58393.500433,264,4,0,0
603,1193,58404.356107,653,1,1,0
778,566,58409.873895,878,3,1,0
226,269,58412.512843,376,4,0,0
239,623,58417.919648,389,2,0,0
607,1172,58428.680767,657,1,1,0
725,580,58434.007954,775,2,1,0
173,308,58437.200171,323,2,0,0
141,701,58443.659691,291,2,0,0
140,337,58447.095577,290,3,0,0
664,887,58455.79257,764,2,1,0
778,317,58458.78382,878,3,1,0
824,339,58462.289241,874,2,1,0
806,426,58466.224268,906,2,1,0
619,860,58474.244176,719,1,1,0
139,241,58476.727026,289,4,0,0
877,323,58479.536865,877,1,1,0
694,486,58484.116606,794,2,1,0
191,671,58490.340255,341,3,0,0
784,288,58493.015124,784,2,1,0
241,348,58496.503089,391,4,0,0
236,574,58501.991549,386,3,0,0
414,1886,58518.660056,514,1,1,0
190,330,58522.076942,340,2,0,0
738,517,58527.106415,788,1,1,0
832,298,58529.919679,882,2,1,0
83,403,58534.111921,233,4,0,0
141,368,58537.361616,291,2,0,0
968,367,58541.070414,968,4,1,0
674,335,58544.446714,774,2,1,0
722,845,58551.948738,722,1,1,0
833,291,58554.983723,833,1,1,0
120,271,58557.531086,270,2,0,0
832,295,58560.202279,832,1,1,0
187,350,58563.687668,337,4,0,0
130,540,58568.430899,280,1,0,0
190,969,58577.609771,340,3,0,0
161,258,58580.187003,311,4,0,0
236,582,58585.479676,386,2,0,0
709,411,58589.194657,809,1,1,0
787,272,58592.066217,837,2,1,0
834,286,58594.705934,834,1,1,0
768,365,58598.237481,868,3,1,0
139,467,58602.71987,289,3,0,0
668,616,58608.64028,718,1,1,0
839,264,58611.167668,839,1,1,0
188,410,58615.031545,338,4,0,0
828,315,58618.199755,878,1,1,0
785,281,58620.739259,835,1,1,0
229,265,58623.394946,379,4,0,0
820,358,58626.92162,870,2,1,0
936,276,58629.438341,936,2,1,0
854,435,58633.577655,954,3,1,0
71,246,58636.049558,221,4,0,0
138,408,58927.512844,288,4,0,0
137,484,58932.026157,287,3,0,0
796,477,58936.795036,846,3,1,0
834,287,58939.368917,834,1,1,0
130,316,58942.569366,280,2,0,0
141,862,58950.826366,291,1,0,0
158,243,58952.929911,308,3,0,0
134,315,58956.177133,284,4,0,0
134,273,58958.878153,284,4,0,0
725,582,58964.177909,775,1,1,0
132,292,58966.948975,282,3,0,0
141,397,58970.61953,291,2,0,0
186,419,58974.684194,336,3,0,0
136,316,58977.877561,286,4,0,0
184,563,58983.15326,334,3,0,0
191,333,58986.587563,341,4,0,0
174,321,58989.703777,324,2,0,0
140,218,58991.895795,290,3,0,0
335,432,58995.95909,485,4,0,0
927,320,58999.154294,977,3,1,0
546,978,59007.700083,646,1,1,0
123,332,59011.013216,273,3,0,0
141,333,59014.307588,291,2,0,0
160,239,59016.742832,310,3,0,0
831,304,59019.540026,831,2,1,0
87,413,59023.644166,237,4,0,0
78,263,59026.32028,228,4,0,0
339,499,59031.281897,489,4,0,0
130,299,59034.152751,280,4,0,0
727,320,59037.197114,827,1,1,0
729,810,59044.45576,779,1,1,0
190,319,59047.76526,340,3,0,0
661,653,59053.574782,711,1,1,0
708,666,59059.345367,758,1,1,0
241,443,59063.399685,391,4,0,0
136,378,59067.182325,286,3,0,0
287,564,59072.726665,437,3,0,0
138,961,59081.116678,288,1,0,0
334,511,59086.343429,484,4,0,0
766,377,59090.040817,816,1,1,0
490,1259,59101.57351,590,1,1,0
327,310,59104.952268,477,4,0,0
766,375,59108.352192,866,4,1,0
241,593,59114.061309,391,4,0,0
137,346,59117.503403,287,3,0,0
141,1860,59134.09253,291,1,0,0
167,284,59137.134176,317,4,0,0
683,542,59142.379489,783,4,1,0
719,612,59148.084844,769,1,1,0
189,368,59151.432374,339,4,0,0
190,313,59154.64642,340,3,0,0
774,339,59157.881653,774,1,1,0
734,289,59160.580763,784,3,1,0
186,381,59164.294431,336,4,0,0
136,550,59169.379566,286,3,0,0
816,375,59172.840924,816,2,1,0
872,348,59176.412502,972,4,1,0
137,518,59181.521791,287,4,0,0
832,295,59184.207043,882,3,1,0
176,284,59186.879256,326,4,0,0
834,288,59190.02059,834,1,1,0
819,362,59193.057503,819,1,1,0
141,403,59197.238173,291,3,0,0
214,235,59199.268541,364,2,0,0
882,296,59202.250819,882,2,1,0
792,499,59207.019195,842,3,1,0
802,949,59216.127983,902,4,1,0
143,241,59218.59747,293,4,0,0
825,332,59221.581269,875,2,1,0
334,300,59224.84322,484,4,0,0
819,363,59228.5251,869,2,1,0
220,302,59231.546103,370,4,0,0
884,285,59234.303968,934,4,1,0
887,523,59239.325202,937,3,1,0
928,315,59242.488812,928,3,1,0
764,385,59246.332877,814,3,1,0
781,303,59249.082072,781,1,1,0
815,380,59252.824296,815,4,1,0
813,390,59256.607099,913,2,1,0
861,400,59260.367202,861,2,1,0
16,115,59261.607394,166,4,0,0
831,300,59264.646944,831,1,1,0
819,364,59267.957539,869,3,1,0
138,1047,59277.714987,288,1,0,0
830,309,59280.397079,830,1,1,0
138,402,59284.29094,288,4,0,0
910,408,59288.03482,1010,2,1,0
719,362,59291.592518,769,1,1,0
834,285,59294.203912,834,1,1,0
816,378,59297.743713,816,1,1,0
514,1138,59308.095459,614,1,1,0
218,300,59311.434946,368,3,0,0
190,917,59320.132937,340,3,0,0
682,546,59325.150344,732,2,1,0
324,322,59328.135436,474,3,0,0
721,351,59331.528224,771,1,1,0
140,509,59336.328221,290,4,0,0
800,457,59340.736899,850,2,1,0
786,527,59345.627156,886,3,1,0
692,499,59350.216771,742,1,1,0
830,306,59352.862299,830,1,1,0
391,601,59358.949457,541,4,0,0
784,285,59361.649527,834,3,1,0
72,256,59364.134744,222,3,0,0
200,232,59366.653569,350,4,0,0
662,395,59370.648077,762,1,1,0
676,327,59373.986861,776,1,1,0
224,261,59376.531317,374,4,0,0
840,259,59378.996643,840,1,1,0
135,202,59380.80191,285,4,0,0
191,450,59385.3332,341,3,0,0
239,395,59389.131717,389,3,0,0
781,303,59391.816302,781,1,1,0
882,297,59394.51078,882,1,1,0
182,327,59397.899812,332,4,0,0
770,359,59401.25964,820,1,1,0
240,647,59407.593851,390,4,0,0
728,568,59412.869097,778,2,1,0
741,504,59417.746891,791,3,1,0
575,833,59425.361118,675,1,1,0
742,499,59430.115355,842,2,1,0
141,430,59433.953895,291,2,0,0
84,218,59436.311175,234,4,0,0
232,410,59440.114379,382,3,0,0
784,287,59442.727397,834,1,1,0
804,439,59447.013583,854,1,1,0
140,808,59454.324098,290,2,0,0
789,260,59456.769333,789,1,1,0
241,655,59463.191627,391,4,0,0
138,444,59467.561961,288,2,0,0
782,295,59470.234196,832,1,1,0
834,286,59473.012573,884,3,1,0
741,500,59477.577636,791,1,1,0
789,264,59480.109041,789,1,1,0
790,259,59482.586224,790,1,1,0
714,886,59490.527956,764,1,1,0
788,268,59492.991999,838,1,1,0
840,257,59495.516315,840,1,1,0
174,320,59498.814231,324,2,0,0
779,311,59501.626776,829,2,1,0
100,230,59503.915633,250,3,0,0
877,321,59506.88645,877,3,1,0
868,365,59510.711103,918,2,1,0
191,313,59514.114539,341,4,0,0
820,359,59517.293032,870,2,1,0
631,801,59524.962194,731,2,1,0
801,453,59528.974863,851,2,1,0
824,336,59532.421049,874,3,1,0
846,728,59539.37958,846,2,1,0
126,258,59542.006959,276,3,0,0
830,309,59544.813495,880,2,1,0
788,517,59549.738267,888,4,1,0
323,417,59553.816597,473,3,0,0
45,208,59556.057243,195,4,0,0
88,187,59557.769812,238,4,0,0
390,412,59561.992058,540,4,0,0
818,616,59567.604885,918,3,1,0
779,313,59570.722537,779,1,1,0
234,689,59577.139787,384,2,0,0
772,347,59580.456699,772,1,1,0
459,1660,59595.163593,559,1,1,0
222,300,59598.109559,372,4,0,0
125,327,59601.433414,275,4,0,0
630,809,59608.912756,730,1,1,0
108,265,59611.547672,258,4,0,0
166,240,59613.98629,316,4,0,0
90,1090,59624.597509,240,1,0,0
191,437,59628.682642,341,4,0,0
783,544,59633.692068,833,2,1,0
804,436,59638.062637,854,2,1,0
773,594,59643.514639,873,4,1,0
829,312,59646.717215,829,1,1,0
731,550,59651.729363,781,1,1,0
189,475,59656.515211,339,3,0,0
108,258,59659.046175,258,3,0,0
140,2297,59679.062443,290,1,0,0
821,352,59682.110416,821,1,1,0
731,303,59684.98141,781,1,1,0
580,809,59692.161286,680,2,1,0
216,289,59694.731011,366,3,0,0
195,315,59698.03151,345,4,0,0
781,301,59700.64631,881,3,1,0
237,569,59706.001776,387,4,0,0
184,458,59710.204408,334,4,0,0
186,384,59713.802324,336,4,0,0
674,836,59721.35997,674,1,1,0
238,372,59724.883748,388,3,0,0
240,526,59729.605396,390,4,0,0
287,429,59733.494957,437,3,0,0
82,287,59736.062692,232,3,0,0
226,295,59739.167829,376,4,0,0
141,821,59746.059128,291,1,0,0
186,834,59753.485635,336,2,0,0
180,506,59758.159515,330,2,0,0
91,1887,59774.02029,241,1,0,0
777,321,59777.167634,777,1,1,0
48,241,59779.453178,198,4,0,0
824,335,59782.351173,824,1,1,0
786,278,59784.689218,786,1,1,0
138,388,59788.774703,288,3,0,0
722,345,59791.81861,772,1,1,0
128,311,59795.03606,278,3,0,0
725,334,59797.787638,775,1,1,0
538,1268,59809.12869,638,2,1,0
781,303,59812.193922,781,1,1,0
338,384,59815.687292,488,3,0,0
86,357,59818.787123,236,4,0,0
234,366,59822.188834,384,3,0,0
86,287,59824.842012,236,3,0,0
241,346,59828.052611,391,2,0,0
695,733,59834.501194,795,2,1,0
776,328,59837.252016,776,1,1,0
91,454,59841.623709,241,3,0,0
668,619,59847.137542,768,2,1,0
119,364,59850.603607,269,3,0,0
235,640,59856.500143,385,3,0,0
112,243,59858.896465,262,4,0,0
673,344,59861.951947,773,3,1,0
631,802,59868.819881,681,1,1,0
238,391,59872.837498,388,4,0,0
586,1278,59883.646204,686,1,1,0
678,315,59886.470834,778,3,1,0
708,1168,59896.560088,708,1,1,0
847,471,59900.925116,947,3,1,0
790,257,59903.265857,790,1,1,0
755,434,59907.038419,855,2,1,0
731,304,59909.908291,781,1,1,0
238,530,59914.940148,388,3,0,0
786,276,59917.455233,836,3,1,0
833,291,59920.052864,833,4,1,0
728,319,59923.051432,778,1,1,0
820,358,59926.069161,920,2,1,0
933,290,59929.131868,933,2,1,0
53,222,59931.099239,203,4,0,0
688,767,59937.993207,788,2,1,0
673,840,59945.220299,723,1,1,0
735,284,59947.681957,785,1,1,0
731,303,59950.648901,781,2,1,0
754,438,59954.232492,854,2,1,0
814,386,59957.780951,814,2,1,0
834,286,59960.263635,884,2,1,0
718,367,59963.682774,818,3,1,0
141,323,59966.768332,291,4,0,0
289,350,59969.352831,439,3,0,0
709,410,59973.23431,809,2,1,0
11,336,59976.361143,161,3,0,0
186,309,59979.511914,336,3,0,0
241,592,59984.821443,391,2,0,0
919,364,59988.475545,969,3,1,0
780,306,59991.270405,780,1,1,0
234,405,59995.544088,384,4,0,0
189,475,59999.761128,339,2,0,0
185,293,60002.830193,335,4,0,0
862,396,60006.556825,862,2,1,0
683,541,60011.39975,733,1,1,0
191,343,60014.832818,341,3,0,0
833,290,60017.542497,833,3,1,0
910,408,60021.375778,910,3,1,0
140,418,60025.158905,290,2,0,0
775,334,60028.54102,825,2,1,0
140,298,60031.367698,290,4,0,0
290,378,60034.996279,440,3,0,0
783,294,60038.065643,783,1,1,0
191,417,60042.060394,341,3,0,0
729,314,60044.9595,779,3,1,0
812,399,60048.762146,912,3,1,0
229,329,60052.25452,379,4,0,0
145,204,60054.531552,295,4,0,0
759,411,60058.402505,809,2,1,0
477,1322,60070.69647,577,1,1,0
718,366,60074.215833,768,1,1,0
240,353,60077.710886,390,3,0,0
195,316,60080.936875,345,4,0,0
172,519,60086.428611,322,4,0,0
214,281,60089.285292,364,4,0,0
780,308,60092.383302,830,2,1,0
191,394,60096.105335,341,2,0,0
74,265,60098.733709,224,3,0,0
