#{"t_start": 1589166625.5407844, "env_id": null}
r,l,t,score
1,22,23549.670325,1
1,20,23549.934977,1
1,20,23550.236715,1
1,26,23550.538917,1
1,28,23550.83586,1
1,23,23551.75777,1
1,29,23552.157456,1
1,19,23552.426947,1
1,20,23552.677129,1
1,28,23552.976913,1
1,21,23553.879324,1
1,20,23554.149044,1
1,14,23554.346038,1
1,23,23554.671077,1
1,28,23555.005507,1
1,30,23555.344262,1
1,20,23556.224566,1
1,28,23556.628354,1
1,19,23556.898027,1
1,23,23557.183345,1
1,30,23557.548732,1
1,28,23558.5809,1
1,25,23558.951296,1
1,28,23559.315004,1
1,22,23559.58397,1
1,29,23559.917897,1
1,20,23560.907995,1
1,19,23561.205606,1
1,15,23561.38154,1
1,20,23561.609375,1
1,21,23561.875076,1
1,28,23562.209642,1
1,19,23563.209707,1
1,19,23563.501067,1
1,24,23563.79702,1
1,51,23564.384874,1
1,20,23564.595151,1
1,16,23565.669544,1
1,20,23565.916942,1
1,17,23566.126833,1
1,86,23567.987785,1
1,21,23568.231819,1
5,36,23568.61663,5
5,57,23569.236858,5
39,119,23571.480537,39
56,520,23581.084932,56
53,781,23594.72597,53
1,25,23595.721415,1
54,329,23601.092861,54
129,581,23611.6415,129
284,1072,23630.063468,284
237,694,23642.644195,237
238,735,23654.483911,238
189,349,23660.878197,189
236,428,23667.97108,236
200,274,23673.441727,200
241,814,23686.912352,241
241,998,23703.668509,241
289,699,23715.256523,289
278,435,23723.356138,278
340,758,23735.448749,340
169,277,23740.823469,169
281,489,23748.494521,281
188,266,23753.88012,188
239,775,23767.080687,239
237,500,23775.585704,237
239,738,23787.34751,239
216,511,23795.96435,216
239,434,23803.971311,239
239,415,23810.690124,239
240,931,23826.039422,240
238,532,23834.855286,238
284,469,23842.719312,284
227,571,23851.937333,227
219,528,23861.632036,219
238,813,23875.263225,238
241,1250,23896.497763,241
264,788,23910.091866,264
237,471,23918.27222,237
229,565,23927.612975,229
235,327,23933.423483,235
239,541,23942.527761,239
281,429,23949.51048,281
224,557,23958.816531,224
274,286,23964.282821,274
241,939,23979.998449,241
228,579,23990.133409,228
234,1022,24007.809483,234
234,602,24017.564289,234
286,536,24026.560875,286
89,527,24036.606529,89
77,315,24041.65642,77
32,128,24043.869055,32
47,428,24051.30411,47
73,473,24059.820765,73
133,509,24068.829738,133
215,794,24082.392533,215
289,788,24095.747312,289
216,414,24103.431203,216
219,553,24113.007566,219
271,369,24119.622861,271
240,865,24134.969378,240
239,889,24149.428165,239
140,353,24155.663089,140
291,923,24171.283193,291
267,653,24183.148358,267
219,1147,24203.123095,219
263,362,24208.822429,263
239,1374,24232.537444,239
140,1644,24260.874984,140
330,641,24271.790534,330
288,1398,24295.499391,288
142,411,24302.392286,142
267,1854,24334.817302,267
189,524,24343.84251,189
137,512,24352.856292,137
276,346,24358.240768,276
228,823,24373.117937,228
132,320,24378.325237,132
81,157,24381.66708,81
330,632,24391.799652,330
232,1368,24415.162496,232
215,601,24425.761445,215
23,285,24430.627835,23
0,64,24432.217851,0
0,50,24432.760957,0
0,93,24434.664448,0
0,64,24435.403873,0
0,129,24437.695406,0
0,79,24439.396037,0
0,87,24440.429849,0
0,61,24441.907905,0
0,56,24442.512669,0
0,56,24443.990811,0
19,333,24449.497435,19
0,82,24451.184329,0
0,67,24452.799238,0
0,88,24453.850071,0
0,76,24455.531679,0
0,77,24456.456163,0
0,83,24458.218637,0
0,63,24459.669889,0
12,401,24466.81764,12
12,181,24469.688596,12
12,78,24471.378631,12
0,46,24471.905947,0
1,66,24473.444747,1
0,67,24474.252485,0
1,54,24475.667975,1
0,73,24476.479622,0
1,96,24478.407969,1
169,532,24487.583246,169
204,986,24504.715922,204
230,1115,24522.964802,230
174,388,24530.274624,174
220,450,24537.756554,220
209,239,24541.992903,209
239,811,24555.386256,239
262,281,24560.041331,262
208,497,24568.548124,208
179,236,24572.792953,179
284,1269,24594.503023,284
275,491,24602.809695,275
228,693,24614.448391,228
224,979,24631.412998,224
231,820,24645.178813,231
291,630,24655.942723,291
280,403,24662.777018,280
269,801,24676.730438,269
237,539,24685.596339,237
240,739,24698.344583,240
239,1109,24716.511557,239
613,1141,24736.018232,613
747,470,24744.417866,747
125,155,24746.953182,125
765,881,24762.075946,765
241,2239,24800.498144,241
287,945,24816.275437,287
237,720,24828.674383,237
637,1273,24849.278133,637
123,363,24855.623969,123
213,383,24862.257128,213
279,406,24868.999992,279
238,924,24884.798719,238
260,1390,24908.509457,260
212,355,24913.888205,212
209,326,24919.64736,209
240,791,24932.901358,240
241,565,24942.052849,241
234,1220,24962.97397,234
221,372,24969.448953,221
284,508,24977.964294,284
236,362,24984.067864,236
717,871,24998.796646,717
260,368,25004.317069,260
237,507,25012.800362,237
272,377,25019.14854,272
241,1565,25046.375151,241
190,625,25056.504794,190
239,1008,25073.754344,239
290,713,25086.128803,290
60,107,25088.112015,60
240,979,25104.134602,240
238,400,25110.752826,238
225,322,25116.707502,225
239,495,25125.029587,239
221,467,25132.432758,221
289,396,25139.716988,289
241,776,25152.716829,241
173,234,25156.118924,173
289,639,25166.934249,289
228,746,25179.789393,228
235,697,25191.931121,235
752,447,25199.233985,752
210,341,25205.385852,210
329,515,25214.21108,329
241,946,25229.88498,241
235,773,25243.032968,235
124,987,25260.335021,124
240,1415,25284.615714,240
168,304,25289.499378,168
240,1550,25317.078003,240
148,503,25326.093092,148
207,432,25333.323296,207
289,766,25346.532446,289
688,768,25359.664433,688
236,754,25372.52567,236
274,583,25382.238654,274
227,451,25390.241657,227
157,1268,25412.256552,157
206,1185,25432.647341,206
227,481,25441.113998,227
238,505,25449.828193,238
225,350,25455.22398,225
700,708,25467.696006,700
289,426,25474.652474,289
751,453,25482.872598,751
224,506,25491.53979,224
241,1269,25513.208016,241
229,531,25522.099213,229
237,1284,25544.113805,237
228,467,25552.257279,228
209,335,25557.507579,209
214,426,25564.50314,214
279,940,25581.242932,279
240,710,25592.914099,240
234,428,25600.620939,234
286,530,25609.434835,286
610,1157,25629.179363,610
287,824,25642.699204,287
716,625,25653.292122,716
234,613,25663.782819,234
232,544,25672.906281,232
240,506,25681.616005,240
735,782,25694.846542,735
217,1051,25713.767146,217
25,1949,25747.773838,25
12,615,25758.675093,12
22,1699,25788.138657,22
49,421,25795.268755,49
80,440,25803.184626,80
213,1416,25827.368994,213
35,456,25834.977978,35
228,518,25843.864096,228
238,611,25854.189076,238
259,511,25863.076625,259
241,755,25875.707967,241
240,630,25886.338731,240
687,771,25899.229328,687
241,519,25908.061686,241
736,775,25921.129911,736
241,483,25929.533382,241
240,676,25940.856018,240
240,715,25953.230244,240
284,561,25962.420945,284
719,612,25972.74888,719
280,346,25978.162063,280
287,738,25991.148214,287
234,456,25999.128492,234
241,726,26010.897859,241
770,606,26021.268368,770
218,789,26034.432828,218
733,793,26048.519576,733
233,848,26062.319948,233
718,619,26072.906068,718
241,888,26088.045432,241
283,695,26099.849541,283
708,667,26111.588465,708
233,855,26125.446233,233
198,351,26131.681077,198
329,871,26146.832062,329
217,524,26155.684359,217
202,570,26165.124884,202
233,534,26175.121598,233
287,599,26184.620649,287
179,906,26200.161081,179
241,459,26208.136443,241
213,498,26216.911426,213
290,901,26232.291852,290
220,666,26243.779178,220
291,950,26259.242287,291
238,591,26269.38036,238
714,635,26279.815753,714
241,899,26294.747944,241
136,665,26305.72296,136
283,216,26309.550729,283
659,912,26324.385301,659
235,469,26332.496948,235
234,403,26339.15766,234
748,465,26347.172481,748
241,488,26354.734255,241
290,649,26365.392236,290
63,1355,26388.431865,63
241,947,26403.552326,241
752,446,26411.132413,752
235,469,26418.838421,235
291,438,26425.593855,291
181,449,26432.608834,181
156,276,26437.537664,156
124,248,26441.423996,124
282,372,26446.598296,282
237,495,26454.967432,237
737,773,26467.204445,737
712,645,26477.364405,712
763,394,26483.508261,763
765,382,26489.609509,765
726,578,26499.109828,726
771,350,26504.852535,771
291,741,26515.821354,291
567,1373,26537.200879,567
711,650,26547.262141,711
695,731,26558.98236,695
225,663,26569.379273,225
761,401,26575.595403,761
258,330,26581.050098,258
272,278,26585.374554,272
805,431,26591.904819,805
755,433,26756.914915,755
219,341,26762.307337,219
278,382,26768.90778,278
280,447,26777.093529,280
714,637,26788.083752,714
234,386,26794.62535,234
291,795,26807.967781,291
285,483,26816.427718,285
287,482,26824.844966,287
199,235,26829.020389,199
241,470,26836.593472,241
797,474,26844.976325,797
748,467,26852.910593,748
241,591,26862.623979,241
286,476,26870.752433,286
265,302,26875.812067,265
212,600,26886.079415,212
229,405,26892.853831,229
206,767,26905.910244,206
280,481,26914.225282,280
299,265,26918.667235,299
240,549,26927.68633,240
241,432,26935.681876,241
219,429,26942.817675,219
176,956,26958.9304,176
131,1326,26982.653992,131
231,397,26989.406288,231
195,188,26992.21791,195
199,499,27000.905605,199
727,574,27010.955217,727
61,558,27020.267344,61
38,703,27032.891988,38
175,542,27042.077695,175
109,238,27046.347133,109
4,41,27046.862876,4
130,614,27057.731584,130
239,1024,27075.066322,239
78,284,27079.756649,78
121,261,27084.170284,121
146,356,27090.569537,146
222,408,27097.454767,222
222,584,27108.000677,222
268,811,27121.516509,268
239,706,27133.113926,239
172,1402,27157.185925,172
291,760,27170.194242,291
257,686,27182.865514,257
290,688,27194.167804,290
202,360,27200.499948,202
219,426,27207.593741,219
768,617,27218.09908,768
236,455,27226.267159,236
215,295,27231.062171,215
178,220,27235.132946,178
274,503,27243.549005,274
235,405,27250.285877,235
639,1014,27267.424543,639
808,418,27274.300437,808
284,615,27284.950075,284
240,478,27292.467973,240
814,386,27299.109196,814
215,488,27307.628008,215
231,402,27314.313121,231
237,521,27323.090291,237
743,740,27335.870468,743
802,448,27343.980313,802
761,401,27350.798511,761
237,623,27361.487789,237
719,610,27371.796546,719
785,531,27380.485285,785
811,402,27386.981369,811
765,631,27397.638666,765
283,467,27405.141797,283
288,550,27415.107199,288
764,389,27421.697044,764
186,246,27426.005386,186
759,661,27437.085225,759
269,355,27443.415363,269
145,306,27448.391843,145
238,885,27463.214636,238
232,524,27472.084518,232
764,635,27482.484786,764
738,519,27491.306465,738
740,507,27499.935291,740
816,376,27506.330865,816
275,327,27511.406823,275
238,1523,27537.815451,238
240,861,27552.870384,240
229,540,27562.087646,229
286,433,27570.0903,286
854,436,27577.365068,854
709,661,27588.422038,709
737,524,27597.280303,737
238,511,27605.982881,238
803,443,27613.877568,803
241,669,27624.940375,241
766,375,27631.295729,766
758,417,27638.324308,758
229,592,27648.559297,229
763,390,27655.035972,763
757,423,27661.84386,757
238,578,27672.204928,238
241,408,27679.036886,241
217,284,27683.746472,217
221,863,27698.773014,221
652,947,27714.90414,652
35,1445,27740.23961,35
177,617,27750.32395,177
113,1275,27772.14641,113
263,1620,27799.025662,263
238,1311,27820.056992,238
241,828,27833.613291,241
241,799,27846.192085,241
241,719,27857.903444,241
231,556,27866.842098,231
320,318,27871.815611,320
282,413,27879.194164,282
241,832,27892.313217,241
238,479,27900.306138,238
289,581,27909.37778,289
338,467,27917.27439,338
735,530,27925.85379,735
121,395,27932.746576,121
226,379,27939.328077,226
228,338,27945.446655,228
218,385,27952.02381,218
223,348,27958.067447,223
238,632,27968.869266,238
220,270,27973.374219,220
237,968,27989.603048,237
238,585,28000.058569,238
187,279,28004.795083,187
331,488,28013.381657,331
286,454,28020.668257,286
241,818,28035.302156,241
289,721,28047.021948,289
240,469,28055.292296,240
796,479,28063.730332,796
291,927,28079.458062,291
238,722,28092.182502,238
234,701,28103.843197,234
234,777,28116.955619,234
280,474,28125.313364,280
238,1334,28147.266701,238
291,667,28158.247015,291
237,723,28170.639757,237
291,474,28179.033837,291
282,851,28193.220516,282
275,491,28201.849746,275
113,358,28208.24814,113
235,497,28216.812246,235
88,315,28221.907804,88
240,546,28231.77968,240
241,605,28241.598476,241
287,580,28251.834537,287
667,872,28266.834177,667
701,700,28278.218069,701
146,560,28288.16482,146
165,414,28295.158661,165
756,427,28302.215647,756
800,458,28310.397494,800
168,257,28314.860277,168
748,719,28326.538103,748
764,386,28333.233005,764
758,419,28341.043973,758
232,473,28348.667562,232
852,448,28356.845373,852
288,757,28369.660412,288
269,304,28374.713502,269
764,389,28381.384927,764
802,445,28389.286201,802
769,360,28395.686469,769
291,512,28404.36306,291
238,666,28415.624743,238
751,452,28423.046141,751
749,461,28431.21681,749
784,539,28440.309073,784
287,724,28452.825054,287
334,1357,28475.896872,334
20,1332,28499.78894,20
0,161,28502.387368,0
0,95,28504.340087,0
0,62,28504.990524,0
0,85,28506.833345,0
0,68,28507.618645,0
0,58,28509.085419,0
0,98,28511.028143,0
0,65,28511.706233,0
0,82,28513.478855,0
0,68,28514.328911,0
0,100,28516.211453,0
0,119,28518.313897,0
0,106,28520.306323,0
0,53,28521.004676,0
0,76,28522.59308,0
0,105,28524.575259,0
0,57,28525.305624,0
0,33,28525.757789,0
0,56,28526.984194,0
0,64,28527.885559,0
0,136,28530.27899,0
0,62,28531.619511,0
0,54,28532.381291,0
0,88,28534.130925,0
0,83,28535.773632,0
0,102,28537.091937,0
0,57,28538.44023,0
0,90,28540.152057,0
0,96,28541.412207,0
0,58,28542.682983,0
0,54,28543.436553,0
0,85,28545.049788,0
0,84,28546.720166,0
0,56,28547.510738,0
0,73,28548.94382,0
0,47,28549.62469,0
0,118,28551.767243,0
0,129,28554.023775,0
0,75,28554.899667,0
0,51,28556.315697,0
0,64,28557.050339,0
0,47,28558.241047,0
0,105,28559.519467,0
0,71,28561.205146,0
0,83,28562.882711,0
0,72,28563.700101,0
0,47,28565.066195,0
0,80,28565.97514,0
0,55,28567.471865,0
0,67,28568.155242,0
0,72,28569.836772,0
0,71,28570.556762,0
0,55,28572.112787,0
0,77,28572.910541,0
0,59,28574.455194,0
0,98,28576.44666,0
0,58,28577.029548,0
0,69,28578.729769,0
0,57,28579.293673,0
0,53,28579.903839,0
0,50,28581.347186,0
0,89,28583.176275,0
0,57,28583.81263,0
0,45,28584.377856,0
0,137,28586.881225,0
0,119,28588.997504,0
0,56,28590.274787,0
0,60,28590.988668,0
0,87,28592.706047,0
0,56,28593.469298,0
0,88,28595.089205,0
0,67,28596.733903,0
13,429,28603.787805,13
0,62,28604.674093,0
0,81,28606.23902,0
0,87,28607.929441,0
0,63,28608.843308,0
0,73,28610.303348,0
0,66,28611.212592,0
0,57,28612.515731,0
0,54,28613.279146,0
0,72,28614.819929,0
0,60,28615.608702,0
18,448,28623.644852,18
29,1939,28657.613004,29
40,225,28661.821535,40
132,462,28669.536765,132
15,67,28670.944338,15
222,426,28678.276798,222
58,764,28691.76517,58
51,130,28694.01971,51
37,818,28707.981189,37
42,2433,28751.00139,42
90,466,28759.766025,90
122,2023,28795.580117,122
55,1195,28816.272994,55
73,959,28833.195334,73
100,1537,28860.290902,100
223,1701,28889.292508,223
149,803,28903.028367,149
147,1248,28924.876847,147
239,630,28935.707716,239
227,758,28948.931757,227
235,592,28958.703653,235
717,622,28969.526533,717
291,925,28985.902786,291
231,581,28995.505285,231
186,353,29001.666174,186
240,492,29010.181908,240
229,1027,29027.662811,229
694,735,29039.814644,694
235,571,29049.805273,235
230,484,29058.204023,230
210,982,29074.513124,210
188,868,29089.399516,188
80,209,29093.109842,80
223,509,29101.826263,223
213,644,29112.899437,213
237,639,29123.769347,237
283,765,29136.89512,283
104,364,29143.321782,104
237,701,29155.141199,237
230,480,29163.265915,230
231,510,29171.860616,231
234,624,29182.681647,234
237,1424,29206.623924,237
235,1633,29234.136466,235
249,315,29239.139586,249
1,30,29239.457212,1
1,25,29239.733026,1
5,102,29241.735226,5
5,27,29242.041784,5
16,191,29245.876281,16
42,293,29250.779028,42
164,442,29259.004271,164
39,150,29261.490728,39
262,489,29269.993693,262
118,200,29273.091641,118
227,583,29283.20079,227
277,682,29294.240903,277
235,648,29305.139501,235
226,603,29315.544394,226
241,1038,29333.200257,241
752,448,29341.368048,752
82,163,29344.000623,82
239,1130,29362.84323,239
705,681,29374.005161,705
289,540,29382.908859,289
751,450,29390.966851,751
745,481,29398.490409,745
239,778,29412.58203,239
37,303,29417.59609,37
32,172,29420.30093,32
28,748,29433.635528,28
13,654,29445.061929,13
10,531,29454.379378,10
10,513,29463.326467,10
21,436,29471.218601,21
34,656,29482.580488,34
15,251,29486.923308,15
10,150,29489.465729,10
10,223,29493.615445,10
15,324,29498.828618,15
9,103,29500.777888,9
9,194,29504.493566,9
9,125,29506.642273,9
14,247,29510.988419,14
12,418,29518.091375,12
52,2446,29560.918323,52
61,2257,29600.746946,61
42,687,29612.754713,42
192,655,29624.222493,192
43,266,29628.905032,43
39,190,29632.66319,39
73,1102,29651.324677,73
91,349,29657.610077,91
207,823,29671.446282,207
66,415,29679.358319,66
187,363,29684.999377,187
225,568,29694.994573,225
676,827,29708.824132,676
230,347,29714.962827,230
744,488,29723.554619,744
287,560,29732.710148,287
759,410,29739.630185,759
784,535,29749.060987,784
234,363,29754.478038,234
166,1298,29777.089594,166
237,887,29791.763314,237
284,563,29801.768244,284
233,411,29808.662295,233
794,487,29817.004123,794
735,534,29826.041246,735
235,498,29834.53693,235
329,376,29840.996459,329
287,617,29851.718693,287
756,426,29858.776574,756
238,448,29866.679585,238
289,1165,29886.307212,289
235,679,29897.812813,235
224,290,29902.62732,224
740,508,29911.346058,740
233,345,29917.57501,233
239,864,29932.490076,239
233,536,29941.407346,233
281,421,29948.295978,281
240,676,29959.493629,240
284,524,29968.534872,284
216,320,29974.655538,216
212,260,29979.136409,212
42,109,29981.180142,42
76,843,29995.549599,76
337,446,30003.511781,337
288,675,30014.749295,288
280,449,30022.904728,280
291,774,30036.060916,291
214,296,30040.903458,214
233,303,30045.835431,233
231,1222,30066.956168,231
224,400,30073.703497,224
277,373,30080.173824,277
228,548,30089.311703,228
229,514,30098.001304,229
239,697,30110.23271,239
339,702,30121.731398,339
50,441,30130.044175,50
22,361,30136.60071,22
19,196,30139.680775,19
18,247,30144.137512,18
32,793,30157.838508,32
40,913,30173.705809,40
22,451,30181.880818,22
22,270,30186.544259,22
19,83,30188.16106,19
28,968,30204.755149,28
23,575,30215.407498,23
24,182,30218.187665,24
28,404,30225.305923,28
25,355,30231.969734,25
26,577,30242.500794,26
39,808,30256.576385,39
203,765,30270.054364,203
285,785,30283.40512,285
717,871,30298.399491,717
27,154,30301.037814,27
50,260,30305.641664,50
43,521,30314.943656,43
187,1093,30334.180743,187
237,610,30344.242649,237
231,1291,30366.331799,231
713,640,30377.128117,713
291,529,30386.607409,291
282,584,30396.107712,282
338,723,30408.448579,338
232,489,30416.808595,232
335,897,30431.980102,335
765,634,30442.661889,765
138,273,30447.248935,138
237,529,30456.063008,237
241,987,30473.187531,241
240,920,30488.690299,240
267,484,30497.141825,267
209,431,30504.224673,209
69,291,30509.122577,69
266,309,30514.964332,266
737,520,30523.85166,737
139,646,30535.074342,139
743,742,30547.156351,743
727,574,30557.383646,727
707,920,30572.767992,707
39,320,30578.824136,39
24,265,30583.411752,24
34,533,30592.717365,34
25,245,30597.088678,25
21,571,30606.930143,21
18,591,30617.520499,18
23,602,30628.412794,23
238,517,30637.383418,238
290,1194,30657.258452,290
224,762,30670.020354,224
283,1252,30691.27452,283
265,589,30700.806982,265
220,351,30706.879679,220
61,230,30710.981483,61
237,606,30721.386933,237
236,765,30734.260221,236
238,1370,30756.465377,238
135,198,30760.170743,135
18,216,30763.379467,18
188,417,30770.984675,188
240,1129,30789.739763,240
23,188,30792.591754,23
24,792,30806.185806,24
24,471,30814.525308,24
25,750,30827.741356,25
227,342,30832.904596,227
237,789,30846.797858,237
332,462,30854.236809,332
241,518,30862.795771,241
234,639,30873.59435,234
181,495,30881.966559,181
289,1620,30907.946849,289
65,852,30921.416041,65
92,1106,30939.824759,92
120,826,30953.48149,120
238,964,30969.175295,238
237,724,30981.399131,237
58,189,30984.303699,58
237,647,30994.822187,237
241,748,31007.11281,241
213,406,31013.73891,213
233,354,31019.653726,233
340,743,31031.845031,340
240,1301,31240.981519,240
235,518,31249.708889,235
232,367,31256.053542,232
225,716,31267.89321,225
237,632,31278.749151,237
800,458,31287.009507,800
706,678,31298.270512,706
279,1905,31331.040636,279
289,673,31342.399712,289
241,1011,31359.410952,241
207,304,31365.156758,207
287,455,31372.609042,287
822,347,31378.861946,822
228,1495,31404.424031,228
241,1167,31424.134856,241
725,834,31437.791984,725
214,827,31452.493759,214
241,371,31459.041386,241
237,558,31468.21886,237
797,472,31476.62551,797
672,849,31490.462332,672
233,352,31496.662364,233
340,739,31509.259708,340
341,1278,31530.746969,341
291,564,31539.975746,291
699,713,31552.204781,699
291,772,31565.35165,291
805,430,31572.49954,805
804,436,31580.211797,804
820,358,31585.620974,820
190,266,31590.165137,190
291,460,31598.206824,291
194,848,31612.523814,194
241,1347,31634.833339,241
79,387,31641.38223,79
158,1095,31660.38579,158
165,584,31669.87842,165
51,228,31674.013478,51
707,671,31685.227823,707
220,978,31702.238483,220
207,592,31712.569085,207
743,492,31720.108892,743
182,294,31725.562615,182
226,383,31732.131451,226
290,893,31746.864266,290
236,722,31758.769322,236
239,871,31773.354122,239
693,741,31785.789399,693
280,684,31797.060797,280
240,410,31804.688784,240
241,542,31813.627097,241
803,440,31820.612395,803
290,596,31831.049525,290
291,730,31843.705926,291
712,895,31859.267146,712
241,894,31874.550628,241
763,392,31881.313625,763
288,470,31888.994266,288
238,569,31898.934548,238
234,558,31908.308525,234
123,305,31913.337868,123
809,411,31920.808416,809
241,667,31932.018053,241
756,426,31939.084977,756
241,794,31952.656671,241
138,234,31956.835862,138
819,361,31963.079303,819
799,460,31971.295762,799
233,359,31976.786153,233
809,413,31984.298974,809
164,419,31991.336729,164
289,674,32002.660589,289
98,1044,32020.592299,98
53,433,32028.513165,53
287,752,32041.552957,287
240,1080,32059.271016,240
233,408,32066.120981,233
767,371,32072.556641,767
806,425,32079.523788,806
239,641,32090.318336,239
238,558,32100.078838,238
233,964,32115.723202,233
122,133,32117.98262,122
238,1492,32143.342199,238
222,437,32150.407214,222
223,329,32156.336244,223
227,390,32162.840927,227
238,737,32175.438641,238
221,496,32183.969357,221
340,607,32193.410185,340
241,1046,32210.461298,241
658,915,32225.29183,658
240,417,32231.867187,240
239,473,32239.68946,239
239,449,32246.659427,239
273,343,32252.471803,273
164,450,32259.481094,164
277,400,32266.685507,277
333,476,32273.820683,333
790,756,32285.945423,790
753,691,32297.589303,753
107,430,32304.47233,107
241,1705,32331.787921,241
162,378,32338.087467,162
189,324,32343.781535,189
218,713,32355.018008,218
210,449,32362.641394,210
320,355,32368.556105,320
325,629,32378.89002,325
220,702,32389.934823,220
230,397,32396.334666,230
221,672,32406.962337,221
231,558,32416.258468,231
197,545,32424.792123,197
234,1013,32441.778518,234
232,791,32454.888104,232
239,444,32462.79629,239
287,843,32476.478748,287
285,968,32492.812265,285
173,691,32504.240958,173
291,485,32512.58712,291
818,366,32518.964544,818
237,333,32524.122831,237
291,483,32532.590361,291
241,610,32543.222468,241
785,534,32552.259688,785
291,515,32560.928101,291
239,359,32567.219674,239
209,821,32581.24056,209
239,1011,32598.044515,239
290,452,32606.054742,290
241,732,32617.617308,241
237,815,32631.599253,237
768,367,32637.794881,768
207,248,32642.032133,207
783,541,32650.899073,783
246,299,32655.604793,246
240,999,32672.328527,240
291,1617,32699.351256,291
275,437,32706.433861,275
228,559,32715.561029,228
818,366,32721.962022,818
813,392,32728.593737,813
752,699,32740.985983,752
751,454,32748.385589,751
739,512,32757.175848,739
132,184,32760.684422,132
762,398,32767.363304,762
236,402,32774.245811,236
769,361,32780.36657,769
236,452,32787.702808,236
830,555,32797.887784,830
234,513,32806.726731,234
291,570,32816.153097,291
652,946,32832.893225,652
821,353,32838.246042,821
821,354,32844.561031,821
816,376,32851.058213,816
238,459,32859.39773,238
219,311,32864.402562,219
228,333,32870.441324,228
241,533,32879.279086,241
755,434,32886.368669,755
280,615,32897.172867,280
280,307,32902.209442,280
757,421,32910.061648,757
774,338,32915.520566,774
203,383,32922.498352,203
52,169,32926.065486,52
237,483,32933.642752,237
206,570,32943.953875,206
56,542,32953.527872,56
105,917,32970.19518,105
231,467,32978.479315,231
169,610,32989.235789,169
228,541,32998.440493,228
276,552,33007.583693,276
237,394,33014.2957,237
280,505,33023.201661,280
82,231,33027.569634,82
289,1335,33050.457605,289
195,239,33054.724013,195
754,439,33062.83373,754
290,550,33072.081114,290
746,475,33080.372008,746
239,389,33087.049534,239
714,639,33098.16965,714
339,596,33107.99915,339
237,708,33120.385809,237
769,862,33134.899309,769
289,455,33142.137424,289
73,189,33145.758219,73
748,719,33157.595313,748
702,696,33170.220833,702
223,725,33182.185013,223
795,484,33190.526582,795
237,727,33203.162611,237
291,510,33211.834904,291
239,671,33223.230609,239
83,370,33229.827644,83
232,422,33236.895243,232
235,415,33244.791878,235
241,788,33258.331963,241
341,615,33268.996487,341
181,244,33272.563395,181
290,639,33283.543396,290
238,509,33292.277482,238
795,482,33300.886178,795
758,415,33308.004665,758
736,528,33317.877723,736
257,313,33322.96686,257
759,412,33329.83463,759
771,354,33336.111975,771
55,314,33341.230945,55
104,413,33349.351902,104
179,480,33357.264809,179
291,430,33365.224849,291
744,489,33373.701903,744
209,360,33379.243587,209
223,334,33385.408314,223
748,467,33393.696127,748
281,717,33405.626332,281
223,551,33415.637184,223
750,455,33422.981649,750
761,403,33429.746298,761
215,285,33435.25469,215
285,440,33442.463478,285
763,394,33449.047751,763
287,379,33455.430544,287
190,362,33461.746117,190
248,748,33474.779452,248
241,353,33480.398797,241
341,457,33488.736728,341
236,641,33499.965045,236
212,475,33508.602839,212
282,344,33514.024071,282
237,513,33522.976213,237
767,874,33538.12638,767
700,705,33550.629368,700
241,689,33562.13669,241
750,705,33574.521284,750
289,743,33586.789175,289
279,439,33595.051932,279
276,567,33604.425147,276
238,427,33612.220665,238
237,669,33623.498158,237
283,419,33630.398659,283
291,1325,33652.578066,291
238,433,33660.550263,238
241,1307,33683.12675,241
729,563,33692.479883,729
30,210,33696.525588,30
31,70,33698.089431,31
289,1065,33715.646171,289
238,812,33729.178354,238
290,489,33737.464434,290
285,566,33747.333346,285
92,123,33749.541519,92
232,558,33758.837679,232
236,536,33767.883725,236
239,388,33774.436303,239
240,1276,33795.448585,240
210,271,33799.990164,210
237,551,33809.728393,237
178,910,33824.939846,178
100,715,33837.05526,100
232,453,33845.201527,232
241,842,33859.388249,241
162,236,33863.593401,162
289,842,33878.151384,289
231,622,33888.571591,231
227,308,33893.556075,227
231,497,33902.17613,231
238,403,33909.037534,238
236,347,33915.335312,236
290,623,33926.261169,290
816,376,33932.789556,816
239,463,33940.073732,239
230,279,33944.797725,230
239,794,33958.611856,239
746,478,33966.247246,746
697,974,33982.885612,697
290,578,33992.286573,290
237,448,34000.097748,237
763,642,34010.800798,763
810,406,34017.786151,810
754,438,34025.864436,754
775,334,34031.046413,775
745,482,34039.469644,745
807,422,34046.598519,807
756,429,34054.408612,756
822,345,34059.764238,822
764,386,34066.391412,764
845,480,34074.94952,845
771,353,34081.171153,771
725,581,34090.818751,725
167,214,34094.852942,167
279,441,34102.17101,279
180,587,34112.864459,180
50,351,34119.403582,50
49,372,34126.132235,49
153,276,34130.913147,153
340,550,34139.990921,340
217,399,34146.76246,217
774,587,34156.913495,774
222,809,34171.011164,222
240,622,34181.725107,240
291,1899,34213.914528,291
240,403,34220.696306,240
218,305,34225.731447,218
321,806,34239.998348,321
234,549,34249.351868,234
227,484,34257.87972,227
223,558,34267.436765,223
239,1001,34284.948472,239
241,784,34298.118325,241
239,413,34305.164501,239
195,855,34320.244551,195
216,794,34333.509629,216
100,147,34335.943486,100
291,469,34344.295335,291
709,662,34355.835006,709
188,442,34364.085312,188
287,659,34375.391589,287
241,544,34384.494603,241
241,540,34393.605469,241
